"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[3, 17, 51, 32, 2791, 2006, 23]",51,32,2791,12.0
"[3, 17, 51, 32, 2797, 437, 5]",51,32,2797,24.0
"[3, 17, 51, 32, 2801, 1488, 17]",51,32,2801,96.0
"[3, 17, 51, 32, 2803, 2365, 27]",51,32,2803,12.0
"[3, 17, 51, 32, 2819, 969, 11]",51,32,2819,12.0
"[3, 17, 51, 32, 2833, 1505, 17]",51,32,2833,96.0
"[3, 17, 51, 32, 2837, 2571, 29]",51,32,2837,24.0
"[3, 17, 51, 32, 2843, 1688, 19]",51,32,2843,12.0
"[3, 17, 51, 32, 2851, 980, 11]",51,32,2851,12.0
"[3, 17, 51, 32, 2857, 2232, 25]",51,32,2857,48.0
"[3, 17, 51, 32, 2861, 447, 5]",51,32,2861,24.0
"[3, 17, 51, 32, 2879, 2789, 31]",51,32,2879,12.0
"[3, 17, 51, 32, 2887, 2075, 23]",51,32,2887,12.0
"[3, 17, 51, 32, 2897, 1539, 17]",51,32,2897,96.0
"[3, 17, 51, 32, 2903, 635, 7]",51,32,2903,12.0
"[3, 17, 51, 32, 2909, 1909, 21]",51,32,2909,24.0
"[3, 17, 51, 32, 2917, 1185, 13]",51,32,2917,24.0
"[3, 17, 51, 32, 2927, 1372, 15]",51,32,2927,12.0
"[3, 17, 51, 32, 2939, 1745, 19]",51,32,2939,12.0
"[3, 17, 51, 32, 2953, 2307, 25]",51,32,2953,48.0
"[3, 17, 51, 32, 2957, 462, 5]",51,32,2957,24.0
"[3, 17, 51, 32, 2963, 2500, 27]",51,32,2963,12.0
"[3, 17, 51, 32, 2969, 835, 9]",51,32,2969,48.0
"[3, 17, 51, 32, 2971, 1764, 19]",51,32,2971,12.0
"[3, 17, 51, 32, 2999, 656, 7]",51,32,2999,12.0
"[3, 17, 51, 32, 3001, 844, 9]",51,32,3001,48.0
"[3, 17, 51, 32, 3011, 1035, 11]",51,32,3011,12.0
"[3, 17, 51, 32, 3019, 283, 3]",51,32,3019,12.0
"[3, 17, 51, 32, 3023, 1417, 15]",51,32,3023,12.0
"[3, 17, 51, 32, 3037, 1993, 21]",51,32,3037,24.0
"[3, 17, 51, 32, 3041, 95, 1]",51,32,3041,96.0
"[3, 17, 51, 32, 3049, 2382, 25]",51,32,3049,48.0
"[3, 17, 51, 32, 3061, 2774, 29]",51,32,3061,24.0
"[3, 17, 51, 32, 3067, 1821, 19]",51,32,3067,12.0
"[3, 17, 51, 32, 3079, 2213, 23]",51,32,3079,12.0
"[3, 17, 51, 32, 3083, 289, 3]",51,32,3083,12.0
"[3, 17, 51, 32, 3089, 1641, 17]",51,32,3089,96.0
"[3, 17, 51, 32, 3109, 1263, 13]",51,32,3109,24.0
"[3, 17, 51, 32, 3119, 1462, 15]",51,32,3119,12.0
"[3, 17, 51, 32, 3121, 1658, 17]",51,32,3121,96.0
"[3, 17, 51, 32, 3137, 98, 1]",51,32,3137,96.0
"[3, 17, 51, 32, 3163, 1878, 19]",51,32,3163,12.0
"[3, 17, 51, 32, 3167, 3068, 31]",51,32,3167,12.0
"[3, 17, 51, 32, 3169, 99, 1]",51,32,3169,96.0
"[3, 17, 51, 32, 3181, 497, 5]",51,32,3181,24.0
"[3, 17, 51, 32, 3187, 2689, 27]",51,32,3187,12.0
"[3, 17, 51, 32, 3191, 698, 7]",51,32,3191,12.0
"[3, 17, 51, 32, 3203, 1101, 11]",51,32,3203,12.0
"[3, 17, 51, 32, 3209, 2507, 25]",51,32,3209,48.0
"[3, 17, 51, 32, 3217, 1709, 17]",51,32,3217,96.0
"[3, 17, 51, 32, 3221, 2919, 29]",51,32,3221,24.0
"[3, 17, 51, 32, 3229, 2119, 21]",51,32,3229,24.0
"[3, 17, 51, 32, 3251, 2743, 27]",51,32,3251,12.0
"[3, 17, 51, 32, 3253, 2948, 29]",51,32,3253,24.0
"[3, 17, 51, 32, 3257, 916, 9]",51,32,3257,48.0
"[3, 17, 51, 32, 3259, 1935, 19]",51,32,3259,12.0
"[3, 17, 51, 32, 3271, 2351, 23]",51,32,3271,12.0
"[3, 17, 51, 32, 3299, 1134, 11]",51,32,3299,12.0
"[3, 17, 51, 32, 3301, 1341, 13]",51,32,3301,24.0
"[3, 17, 51, 32, 3307, 310, 3]",51,32,3307,12.0
"[3, 17, 51, 32, 3313, 1760, 17]",51,32,3313,96.0
"[3, 17, 51, 32, 3319, 726, 7]",51,32,3319,12.0
"[3, 17, 51, 32, 3323, 1973, 19]",51,32,3323,12.0
"[3, 17, 51, 32, 3329, 104, 1]",51,32,3329,96.0
"[3, 17, 51, 32, 3331, 1145, 11]",51,32,3331,12.0
"[3, 17, 51, 32, 3343, 1567, 15]",51,32,3343,12.0
"[3, 17, 51, 32, 3347, 2824, 27]",51,32,3347,12.0
"[3, 17, 51, 32, 3359, 3254, 31]",51,32,3359,12.0
"[3, 17, 51, 32, 3361, 105, 1]",51,32,3361,96.0
"[3, 17, 51, 32, 3371, 316, 3]",51,32,3371,12.0
"[3, 17, 51, 32, 3373, 527, 5]",51,32,3373,24.0
"[3, 17, 51, 32, 3389, 2224, 21]",51,32,3389,24.0
"[3, 17, 51, 32, 3391, 3285, 31]",51,32,3391,12.0
"[3, 17, 51, 32, 3407, 1597, 15]",51,32,3407,12.0
"[3, 17, 51, 32, 3413, 3093, 29]",51,32,3413,24.0
"[3, 17, 51, 32, 3433, 2682, 25]",51,32,3433,48.0
"[3, 17, 51, 32, 3449, 970, 9]",51,32,3449,48.0
"[3, 17, 51, 32, 3457, 108, 1]",51,32,3457,96.0
"[3, 17, 51, 32, 3461, 1406, 13]",51,32,3461,24.0
"[3, 17, 51, 32, 3463, 2489, 23]",51,32,3463,12.0
"[3, 17, 51, 32, 3467, 325, 3]",51,32,3467,12.0
"[3, 17, 51, 32, 3469, 542, 5]",51,32,3469,24.0
"[3, 17, 51, 32, 3491, 1200, 11]",51,32,3491,12.0
"[3, 17, 51, 32, 3499, 328, 3]",51,32,3499,12.0
"[3, 17, 51, 32, 3511, 768, 7]",51,32,3511,12.0
"[3, 17, 51, 32, 3517, 2308, 21]",51,32,3517,24.0
"[3, 17, 51, 32, 3527, 2535, 23]",51,32,3527,12.0
"[3, 17, 51, 32, 3529, 2757, 25]",51,32,3529,48.0
"[3, 17, 51, 32, 3533, 552, 5]",51,32,3533,24.0
"[3, 17, 51, 32, 3539, 2986, 27]",51,32,3539,12.0
"[3, 17, 51, 32, 3541, 3209, 29]",51,32,3541,24.0
"[3, 17, 51, 32, 3547, 2106, 19]",51,32,3547,12.0
"[3, 17, 51, 32, 3557, 1445, 13]",51,32,3557,24.0
"[3, 17, 51, 32, 3559, 2558, 23]",51,32,3559,12.0
"[3, 17, 51, 32, 3571, 3013, 27]",51,32,3571,12.0
"[3, 17, 51, 32, 3581, 2350, 21]",51,32,3581,24.0
"[3, 17, 51, 32, 3583, 3471, 31]",51,32,3583,12.0
"[3, 17, 51, 32, 3593, 2807, 25]",51,32,3593,48.0
"[3, 17, 51, 32, 3607, 789, 7]",51,32,3607,12.0
"[3, 17, 51, 32, 3613, 2371, 21]",51,32,3613,24.0
"[3, 17, 51, 32, 3617, 113, 1]",51,32,3617,96.0
"[3, 17, 51, 32, 3623, 2604, 23]",51,32,3623,12.0
"[3, 17, 51, 32, 3631, 1702, 15]",51,32,3631,12.0
"[3, 17, 51, 32, 3637, 3296, 29]",51,32,3637,24.0
"[3, 17, 51, 32, 3643, 2163, 19]",51,32,3643,12.0
"[3, 17, 51, 32, 3659, 343, 3]",51,32,3659,12.0
"[3, 17, 51, 32, 3671, 803, 7]",51,32,3671,12.0
"[3, 17, 51, 32, 3673, 1033, 9]",51,32,3673,48.0
"[3, 17, 51, 32, 3677, 2413, 21]",51,32,3677,24.0
"[3, 17, 51, 32, 3691, 346, 3]",51,32,3691,12.0
"[3, 17, 51, 32, 3697, 1964, 17]",51,32,3697,96.0
"[3, 17, 51, 32, 3701, 3354, 29]",51,32,3701,24.0
"[3, 17, 51, 32, 3709, 2434, 21]",51,32,3709,24.0
"[3, 17, 51, 32, 3719, 2673, 23]",51,32,3719,12.0
"[3, 17, 51, 32, 3727, 1747, 15]",51,32,3727,12.0
"[3, 17, 51, 32, 3733, 3383, 29]",51,32,3733,24.0
"[3, 17, 51, 32, 3739, 2220, 19]",51,32,3739,12.0
"[3, 17, 51, 32, 3761, 1998, 17]",51,32,3761,96.0
"[3, 17, 51, 32, 3767, 824, 7]",51,32,3767,12.0
"[3, 17, 51, 32, 3769, 1060, 9]",51,32,3769,48.0
"[3, 17, 51, 32, 3779, 1299, 11]",51,32,3779,12.0
"[3, 17, 51, 32, 3793, 2015, 17]",51,32,3793,96.0
"[3, 17, 51, 32, 3797, 3441, 29]",51,32,3797,24.0
"[3, 17, 51, 32, 3803, 2258, 19]",51,32,3803,12.0
"[3, 17, 51, 32, 3821, 597, 5]",51,32,3821,24.0
"[3, 17, 51, 32, 3823, 1792, 15]",51,32,3823,12.0
"[3, 17, 51, 32, 3833, 1078, 9]",51,32,3833,48.0
"[3, 17, 51, 32, 3847, 2765, 23]",51,32,3847,12.0
"[3, 17, 51, 32, 3851, 361, 3]",51,32,3851,12.0
"[3, 17, 51, 32, 3853, 602, 5]",51,32,3853,24.0
"[3, 17, 51, 32, 3863, 845, 7]",51,32,3863,12.0
"[3, 17, 51, 32, 3877, 1575, 13]",51,32,3877,24.0
"[3, 17, 51, 32, 3881, 3032, 25]",51,32,3881,48.0
"[3, 17, 51, 32, 3889, 2066, 17]",51,32,3889,96.0
"[3, 17, 51, 32, 3907, 1343, 11]",51,32,3907,12.0
"[3, 17, 51, 32, 3911, 2811, 23]",51,32,3911,12.0
"[3, 17, 51, 32, 3917, 612, 5]",51,32,3917,24.0
"[3, 17, 51, 32, 3919, 1837, 15]",51,32,3919,12.0
"[3, 17, 51, 32, 3923, 3310, 27]",51,32,3923,12.0
"[3, 17, 51, 32, 3929, 1105, 9]",51,32,3929,48.0
"[3, 17, 51, 32, 3931, 2334, 19]",51,32,3931,12.0
"[3, 17, 51, 32, 3943, 2834, 23]",51,32,3943,12.0
"[3, 17, 51, 32, 3947, 370, 3]",51,32,3947,12.0
"[3, 17, 51, 32, 3967, 3843, 31]",51,32,3967,12.0
"[3, 17, 51, 32, 3989, 3615, 29]",51,32,3989,24.0
"[3, 17, 51, 32, 4001, 125, 1]",51,32,4001,96.0
"[3, 17, 51, 32, 4003, 1376, 11]",51,32,4003,12.0
"[3, 17, 51, 32, 4007, 2880, 23]",51,32,4007,12.0
"[3, 17, 51, 32, 4013, 627, 5]",51,32,4013,24.0
"[3, 17, 51, 32, 4019, 3391, 27]",51,32,4019,12.0
"[3, 17, 51, 32, 4021, 3644, 29]",51,32,4021,24.0
"[3, 17, 51, 32, 4027, 2391, 19]",51,32,4027,12.0
"[3, 17, 51, 32, 4049, 2151, 17]",51,32,4049,96.0
"[3, 17, 51, 32, 4051, 3418, 27]",51,32,4051,12.0
"[3, 17, 51, 32, 4057, 1141, 9]",51,32,4057,48.0
"[3, 17, 51, 32, 4073, 3182, 25]",51,32,4073,48.0
"[3, 17, 51, 32, 4079, 1912, 15]",51,32,4079,12.0
"[3, 17, 51, 32, 4091, 2429, 19]",51,32,4091,12.0
"[3, 17, 51, 32, 4093, 2686, 21]",51,32,4093,24.0
"[3, 17, 51, 32, 4099, 1409, 11]",51,32,4099,12.0
"[3, 17, 51, 32, 4111, 1927, 15]",51,32,4111,12.0
"[3, 17, 51, 32, 4127, 3998, 31]",51,32,4127,12.0
"[3, 17, 51, 32, 4129, 129, 1]",51,32,4129,96.0
"[3, 17, 51, 32, 4133, 1679, 13]",51,32,4133,24.0
"[3, 17, 51, 32, 4139, 388, 3]",51,32,4139,12.0
"[3, 17, 51, 32, 4153, 1168, 9]",51,32,4153,48.0
"[3, 17, 51, 32, 4157, 2728, 21]",51,32,4157,24.0
"[3, 17, 51, 32, 4159, 4029, 31]",51,32,4159,12.0
"[3, 17, 51, 32, 4177, 2219, 17]",51,32,4177,96.0
"[3, 17, 51, 32, 4201, 3282, 25]",51,32,4201,48.0
"[3, 17, 51, 32, 4211, 3553, 27]",51,32,4211,12.0
"[3, 17, 51, 32, 4217, 1186, 9]",51,32,4217,48.0
"[3, 17, 51, 32, 4219, 2505, 19]",51,32,4219,12.0
"[3, 17, 51, 32, 4229, 1718, 13]",51,32,4229,24.0
"[3, 17, 51, 32, 4231, 3041, 23]",51,32,4231,12.0
"[3, 17, 51, 32, 4241, 2253, 17]",51,32,4241,96.0
"[3, 17, 51, 32, 4243, 3580, 27]",51,32,4243,12.0
"[3, 17, 51, 32, 4253, 2791, 21]",51,32,4253,24.0
"[3, 17, 51, 32, 4259, 1464, 11]",51,32,4259,12.0
"[3, 17, 51, 32, 4261, 1731, 13]",51,32,4261,24.0
"[3, 17, 51, 32, 4271, 2002, 15]",51,32,4271,12.0
"[3, 17, 51, 32, 4273, 2270, 17]",51,32,4273,96.0
"[3, 17, 51, 32, 4283, 2543, 19]",51,32,4283,12.0
"[3, 17, 51, 32, 4289, 134, 1]",51,32,4289,96.0
"[3, 17, 51, 32, 4297, 3357, 25]",51,32,4297,48.0
"[3, 17, 51, 32, 4327, 3110, 23]",51,32,4327,12.0
"[3, 17, 51, 32, 4337, 2304, 17]",51,32,4337,96.0
"[3, 17, 51, 32, 4339, 3661, 27]",51,32,4339,12.0
"[3, 17, 51, 32, 4349, 2854, 21]",51,32,4349,24.0
"[3, 17, 51, 32, 4357, 1770, 13]",51,32,4357,24.0
"[3, 17, 51, 32, 4363, 409, 3]",51,32,4363,12.0
"[3, 17, 51, 32, 4373, 3963, 29]",51,32,4373,24.0
"[3, 17, 51, 32, 4391, 3156, 23]",51,32,4391,12.0
"[3, 17, 51, 32, 4397, 687, 5]",51,32,4397,24.0
"[3, 17, 51, 32, 4409, 1240, 9]",51,32,4409,48.0
"[3, 17, 51, 32, 4421, 1796, 13]",51,32,4421,24.0
"[3, 17, 51, 32, 4423, 3179, 23]",51,32,4423,12.0
"[3, 17, 51, 32, 4441, 1249, 9]",51,32,4441,48.0
"[3, 17, 51, 32, 4447, 4308, 31]",51,32,4447,12.0
"[3, 17, 51, 32, 4451, 1530, 11]",51,32,4451,12.0
"[3, 17, 51, 32, 4457, 3482, 25]",51,32,4457,48.0
"[3, 17, 51, 32, 4463, 2092, 15]",51,32,4463,12.0
"[3, 17, 51, 32, 4481, 140, 1]",51,32,4481,96.0
"[3, 17, 51, 32, 4483, 1541, 11]",51,32,4483,12.0
"[3, 17, 51, 32, 4493, 702, 5]",51,32,4493,24.0
"[3, 17, 51, 32, 4507, 2676, 19]",51,32,4507,12.0
"[3, 17, 51, 32, 4513, 141, 1]",51,32,4513,96.0
"[3, 17, 51, 32, 4517, 1835, 13]",51,32,4517,24.0
"[3, 17, 51, 32, 4519, 3248, 23]",51,32,4519,12.0
"[3, 17, 51, 32, 4523, 424, 3]",51,32,4523,12.0
"[3, 17, 51, 32, 4547, 1563, 11]",51,32,4547,12.0
"[3, 17, 51, 32, 4549, 1848, 13]",51,32,4549,24.0
"[3, 17, 51, 32, 4561, 2423, 17]",51,32,4561,96.0
"[3, 17, 51, 32, 4567, 999, 7]",51,32,4567,12.0
"[3, 17, 51, 32, 4583, 3294, 23]",51,32,4583,12.0
"[3, 17, 51, 32, 4591, 2152, 15]",51,32,4591,12.0
"[3, 17, 51, 32, 4597, 4166, 29]",51,32,4597,24.0
"[3, 17, 51, 32, 4603, 2733, 19]",51,32,4603,12.0
"[3, 17, 51, 32, 4621, 722, 5]",51,32,4621,24.0
"[3, 17, 51, 32, 4637, 3043, 21]",51,32,4637,24.0
"[3, 17, 51, 32, 4639, 4494, 31]",51,32,4639,12.0
"[3, 17, 51, 32, 4643, 1596, 11]",51,32,4643,12.0
"[3, 17, 51, 32, 4649, 3632, 25]",51,32,4649,48.0
"[3, 17, 51, 32, 4651, 436, 3]",51,32,4651,12.0
"[3, 17, 51, 32, 4657, 2474, 17]",51,32,4657,96.0
"[3, 17, 51, 32, 4663, 1020, 7]",51,32,4663,12.0
"[3, 17, 51, 32, 4673, 146, 1]",51,32,4673,96.0
"[3, 17, 51, 32, 4679, 3363, 23]",51,32,4679,12.0
"[3, 17, 51, 32, 4691, 3958, 27]",51,32,4691,12.0
"[3, 17, 51, 32, 4703, 4556, 31]",51,32,4703,12.0
"[3, 17, 51, 32, 4721, 2508, 17]",51,32,4721,96.0
"[3, 17, 51, 32, 4723, 3985, 27]",51,32,4723,12.0
"[3, 17, 51, 32, 4729, 1330, 9]",51,32,4729,48.0
"[3, 17, 51, 32, 4733, 3106, 21]",51,32,4733,24.0
"[3, 17, 51, 32, 4751, 2227, 15]",51,32,4751,12.0
"[3, 17, 51, 32, 4759, 1041, 7]",51,32,4759,12.0
"[3, 17, 51, 32, 4783, 2242, 15]",51,32,4783,12.0
"[3, 17, 51, 32, 4787, 4039, 27]",51,32,4787,12.0
"[3, 17, 51, 32, 4789, 4340, 29]",51,32,4789,24.0
"[3, 17, 51, 32, 4793, 1348, 9]",51,32,4793,48.0
"[3, 17, 51, 32, 4799, 4649, 31]",51,32,4799,12.0
"[3, 17, 51, 32, 4801, 150, 1]",51,32,4801,96.0
"[3, 17, 51, 32, 4813, 752, 5]",51,32,4813,24.0
"[3, 17, 51, 32, 4817, 2559, 17]",51,32,4817,96.0
"[3, 17, 51, 32, 4831, 4680, 31]",51,32,4831,12.0
"[3, 17, 51, 32, 4861, 3190, 21]",51,32,4861,24.0
"[3, 17, 51, 32, 4871, 3501, 23]",51,32,4871,12.0
"[3, 17, 51, 32, 4877, 762, 5]",51,32,4877,24.0
"[3, 17, 51, 32, 4889, 1375, 9]",51,32,4889,48.0
"[3, 17, 51, 32, 4903, 3524, 23]",51,32,4903,12.0
"[3, 17, 51, 32, 4909, 767, 5]",51,32,4909,24.0
"[3, 17, 51, 32, 4919, 1076, 7]",51,32,4919,12.0
"[3, 17, 51, 32, 4931, 1695, 11]",51,32,4931,12.0
"[3, 17, 51, 32, 4933, 2004, 13]",51,32,4933,24.0
"[3, 17, 51, 32, 4937, 3857, 25]",51,32,4937,48.0
"[3, 17, 51, 32, 4943, 2317, 15]",51,32,4943,12.0
"[3, 17, 51, 32, 4951, 1083, 7]",51,32,4951,12.0
"[3, 17, 51, 32, 4957, 3253, 21]",51,32,4957,24.0
"[3, 17, 51, 32, 4967, 3570, 23]",51,32,4967,12.0
"[3, 17, 51, 32, 4969, 3882, 25]",51,32,4969,48.0
"[3, 17, 51, 32, 4973, 777, 5]",51,32,4973,24.0
"[3, 17, 51, 32, 4987, 2961, 19]",51,32,4987,12.0
"[3, 17, 51, 32, 4993, 156, 1]",51,32,4993,96.0
"[3, 17, 51, 32, 4999, 3593, 23]",51,32,4999,12.0
"[3, 17, 51, 32, 5003, 469, 3]",51,32,5003,12.0
"[3, 17, 51, 32, 5009, 2661, 17]",51,32,5009,96.0
"[3, 17, 51, 32, 5011, 4228, 27]",51,32,5011,12.0
"[3, 17, 51, 32, 5021, 3295, 21]",51,32,5021,24.0
"[3, 17, 51, 32, 5023, 4866, 31]",51,32,5023,12.0
"[3, 17, 51, 32, 5039, 2362, 15]",51,32,5039,12.0
"[3, 17, 51, 32, 5051, 2999, 19]",51,32,5051,12.0
"[3, 17, 51, 32, 5059, 1739, 11]",51,32,5059,12.0
"[3, 17, 51, 32, 5077, 4601, 29]",51,32,5077,24.0
"[3, 17, 51, 32, 5081, 1429, 9]",51,32,5081,48.0
"[3, 17, 51, 32, 5087, 4928, 31]",51,32,5087,12.0
"[3, 17, 51, 32, 5099, 478, 3]",51,32,5099,12.0
"[3, 17, 51, 32, 5101, 797, 5]",51,32,5101,24.0
"[3, 17, 51, 32, 5107, 4309, 27]",51,32,5107,12.0
"[3, 17, 51, 32, 5113, 1438, 9]",51,32,5113,48.0
"[3, 17, 51, 32, 5119, 4959, 31]",51,32,5119,12.0
"[3, 17, 51, 32, 5147, 3056, 19]",51,32,5147,12.0
"[3, 17, 51, 32, 5153, 161, 1]",51,32,5153,96.0
"[3, 17, 51, 32, 5167, 2422, 15]",51,32,5167,12.0
"[3, 17, 51, 32, 5171, 4363, 27]",51,32,5171,12.0
"[3, 17, 51, 32, 5179, 3075, 19]",51,32,5179,12.0
"[3, 17, 51, 32, 5189, 2108, 13]",51,32,5189,24.0
"[3, 17, 51, 32, 5197, 812, 5]",51,32,5197,24.0
"[3, 17, 51, 32, 5209, 1465, 9]",51,32,5209,48.0
"[3, 17, 51, 32, 5227, 490, 3]",51,32,5227,12.0
"[3, 17, 51, 32, 5231, 2452, 15]",51,32,5231,12.0
"[3, 17, 51, 32, 5233, 2780, 17]",51,32,5233,96.0
"[3, 17, 51, 32, 5237, 4746, 29]",51,32,5237,24.0
"[3, 17, 51, 32, 5261, 822, 5]",51,32,5261,24.0
"[3, 17, 51, 32, 5273, 1483, 9]",51,32,5273,48.0
"[3, 17, 51, 32, 5279, 5114, 31]",51,32,5279,12.0
"[3, 17, 51, 32, 5281, 165, 1]",51,32,5281,96.0
"[3, 17, 51, 32, 5297, 2814, 17]",51,32,5297,96.0
"[3, 17, 51, 32, 5303, 1160, 7]",51,32,5303,12.0
"[3, 17, 51, 32, 5309, 3484, 21]",51,32,5309,24.0
"[3, 17, 51, 32, 5323, 499, 3]",51,32,5323,12.0
"[3, 17, 51, 32, 5333, 4833, 29]",51,32,5333,24.0
"[3, 17, 51, 32, 5347, 1838, 11]",51,32,5347,12.0
"[3, 17, 51, 32, 5351, 3846, 23]",51,32,5351,12.0
"[3, 17, 51, 32, 5381, 2186, 13]",51,32,5381,24.0
"[3, 17, 51, 32, 5387, 505, 3]",51,32,5387,12.0
"[3, 17, 51, 32, 5393, 2865, 17]",51,32,5393,96.0
"[3, 17, 51, 32, 5399, 1181, 7]",51,32,5399,12.0
"[3, 17, 51, 32, 5407, 5238, 31]",51,32,5407,12.0
"[3, 17, 51, 32, 5413, 2199, 13]",51,32,5413,24.0
"[3, 17, 51, 32, 5417, 4232, 25]",51,32,5417,48.0
"[3, 17, 51, 32, 5419, 508, 3]",51,32,5419,12.0
"[3, 17, 51, 32, 5431, 1188, 7]",51,32,5431,12.0
"[3, 17, 51, 32, 5437, 3568, 21]",51,32,5437,24.0
"[3, 17, 51, 32, 5441, 170, 1]",51,32,5441,96.0
"[3, 17, 51, 32, 5443, 1871, 11]",51,32,5443,12.0
"[3, 17, 51, 32, 5449, 4257, 25]",51,32,5449,48.0
"[3, 17, 51, 32, 5471, 5300, 31]",51,32,5471,12.0
"[3, 17, 51, 32, 5477, 2225, 13]",51,32,5477,24.0
"[3, 17, 51, 32, 5479, 3938, 23]",51,32,5479,12.0
"[3, 17, 51, 32, 5483, 514, 3]",51,32,5483,12.0
"[3, 17, 51, 32, 5501, 3610, 21]",51,32,5501,24.0
"[3, 17, 51, 32, 5503, 5331, 31]",51,32,5503,12.0
"[3, 17, 51, 32, 5507, 1893, 11]",51,32,5507,12.0
"[3, 17, 51, 32, 5519, 2587, 15]",51,32,5519,12.0
"[3, 17, 51, 32, 5521, 2933, 17]",51,32,5521,96.0
"[3, 17, 51, 32, 5527, 1209, 7]",51,32,5527,12.0
"[3, 17, 51, 32, 5531, 3284, 19]",51,32,5531,12.0
"[3, 17, 51, 32, 5557, 5036, 29]",51,32,5557,24.0
"[3, 17, 51, 32, 5563, 3303, 19]",51,32,5563,12.0
"[3, 17, 51, 32, 5569, 174, 1]",51,32,5569,96.0
"[3, 17, 51, 32, 5573, 2264, 13]",51,32,5573,24.0
"[3, 17, 51, 32, 5581, 872, 5]",51,32,5581,24.0
"[3, 17, 51, 32, 5591, 1223, 7]",51,32,5591,12.0
"[3, 17, 51, 32, 5623, 1230, 7]",51,32,5623,12.0
"[3, 17, 51, 32, 5639, 4053, 23]",51,32,5639,12.0
"[3, 17, 51, 32, 5641, 4407, 25]",51,32,5641,48.0
"[3, 17, 51, 32, 5647, 2647, 15]",51,32,5647,12.0
"[3, 17, 51, 32, 5651, 4768, 27]",51,32,5651,12.0
"[3, 17, 51, 32, 5653, 5123, 29]",51,32,5653,24.0
"[3, 17, 51, 32, 5657, 1591, 9]",51,32,5657,48.0
"[3, 17, 51, 32, 5659, 3360, 19]",51,32,5659,12.0
"[3, 17, 51, 32, 5669, 2303, 13]",51,32,5669,24.0
"[3, 17, 51, 32, 5683, 4795, 27]",51,32,5683,12.0
"[3, 17, 51, 32, 5689, 1600, 9]",51,32,5689,48.0
"[3, 17, 51, 32, 5693, 3736, 21]",51,32,5693,24.0
"[3, 17, 51, 32, 5701, 2316, 13]",51,32,5701,24.0
"[3, 17, 51, 32, 5711, 2677, 15]",51,32,5711,12.0
"[3, 17, 51, 32, 5717, 5181, 29]",51,32,5717,24.0
"[3, 17, 51, 32, 5737, 4482, 25]",51,32,5737,48.0
"[3, 17, 51, 32, 5741, 897, 5]",51,32,5741,24.0
"[3, 17, 51, 32, 5743, 2692, 15]",51,32,5743,12.0
"[3, 17, 51, 32, 5749, 5210, 29]",51,32,5749,24.0
"[3, 17, 51, 32, 5779, 4876, 27]",51,32,5779,12.0
"[3, 17, 51, 32, 5783, 1265, 7]",51,32,5783,12.0
"[3, 17, 51, 32, 5791, 5610, 31]",51,32,5791,12.0
"[3, 17, 51, 32, 5801, 4532, 25]",51,32,5801,48.0
"[3, 17, 51, 32, 5807, 2722, 15]",51,32,5807,12.0
"[3, 17, 51, 32, 5813, 5268, 29]",51,32,5813,24.0
"[3, 17, 51, 32, 5821, 3820, 21]",51,32,5821,24.0
"[3, 17, 51, 32, 5827, 2003, 11]",51,32,5827,12.0
"[3, 17, 51, 32, 5839, 2737, 15]",51,32,5839,12.0
"[3, 17, 51, 32, 5843, 4930, 27]",51,32,5843,12.0
"[3, 17, 51, 32, 5849, 1645, 9]",51,32,5849,48.0
"[3, 17, 51, 32, 5851, 3474, 19]",51,32,5851,12.0
"[3, 17, 51, 32, 5857, 183, 1]",51,32,5857,96.0
"[3, 17, 51, 32, 5861, 2381, 13]",51,32,5861,24.0
"[3, 17, 51, 32, 5867, 550, 3]",51,32,5867,12.0
"[3, 17, 51, 32, 5869, 917, 5]",51,32,5869,24.0
"[3, 17, 51, 32, 5879, 1286, 7]",51,32,5879,12.0
"[3, 17, 51, 32, 5881, 1654, 9]",51,32,5881,48.0
"[3, 17, 51, 32, 5897, 4607, 25]",51,32,5897,48.0
"[3, 17, 51, 32, 5903, 2767, 15]",51,32,5903,12.0
"[3, 17, 51, 32, 5923, 2036, 11]",51,32,5923,12.0
"[3, 17, 51, 32, 5927, 4260, 23]",51,32,5927,12.0
"[3, 17, 51, 32, 5939, 5011, 27]",51,32,5939,12.0
"[3, 17, 51, 32, 5953, 186, 1]",51,32,5953,96.0
"[3, 17, 51, 32, 5981, 3925, 21]",51,32,5981,24.0
"[3, 17, 51, 32, 5987, 2058, 11]",51,32,5987,12.0
"[3, 17, 51, 32, 6007, 1314, 7]",51,32,6007,12.0
"[3, 17, 51, 32, 6011, 3569, 19]",51,32,6011,12.0
"[3, 17, 51, 32, 6029, 942, 5]",51,32,6029,24.0
"[3, 17, 51, 32, 6037, 5471, 29]",51,32,6037,24.0
"[3, 17, 51, 32, 6043, 3588, 19]",51,32,6043,12.0
"[3, 17, 51, 32, 6047, 5858, 31]",51,32,6047,12.0
"[3, 17, 51, 32, 6053, 2459, 13]",51,32,6053,24.0
"[3, 17, 51, 32, 6067, 5119, 27]",51,32,6067,12.0
"[3, 17, 51, 32, 6073, 1708, 9]",51,32,6073,48.0
"[3, 17, 51, 32, 6079, 5889, 31]",51,32,6079,12.0
"[3, 17, 51, 32, 6089, 4757, 25]",51,32,6089,48.0
"[3, 17, 51, 32, 6091, 571, 3]",51,32,6091,12.0
